Date,Value,Anomaly
192806,53.1,0.2
192807,53.1,0.2
192808,53.0,0.1
192809,53.0,0.1
192810,53.1,0.2
192811,52.5,-0.3
192812,52.7,-0.2
192901,52.5,-0.3
192902,52.1,-0.7
192903,51.8,-1.0
192904,51.9,-1.0
192905,51.9,-1.0
192906,51.9,-1.0
192907,51.8,-1.1
192908,51.9,-1.0
192909,52.0,-0.9
192910,51.8,-1.1
192911,51.5,-1.3
192912,51.7,-1.2
193001,51.3,-1.5
193002,52.2,-0.6
193003,52.1,-0.7
193004,52.4,-0.5
193005,52.3,-0.6
193006,52.3,-0.6
193007,52.3,-0.6
193008,52.4,-0.5
193009,52.4,-0.5
193010,52.4,-0.5
193011,52.7,-0.1
193012,52.2,-0.7
193101,52.5,-0.3
193102,52.2,-0.6
193103,52.2,-0.6
193104,51.8,-1.1
193105,51.9,-1.0
193106,51.9,-1.0
193107,52.0,-0.9
193108,51.9,-1.0
193109,52.1,-0.8
193110,52.3,-0.6
193111,52.4,-0.4
193112,52.5,-0.4
193201,52.1,-0.7
193202,52.4,-0.4
193203,52.3,-0.5
193204,52.5,-0.4
193205,52.5,-0.4
193206,52.3,-0.6
193207,52.3,-0.6
193208,52.4,-0.5
193209,52.0,-0.9
193210,51.7,-1.2
193211,51.9,-0.9
193212,51.6,-1.3
193301,51.9,-0.9
193302,51.1,-1.7
193303,51.5,-1.3
193304,51.1,-1.8
193305,50.9,-2.0
193306,51.1,-1.8
193307,51.1,-1.8
193308,51.1,-1.8
193309,51.5,-1.4
193310,51.9,-1.0
193311,52.0,-0.8
193312,52.9,0.0
193401,53.2,0.4
193402,54.0,1.2
193403,54.1,1.3
193404,54.7,1.8
193405,55.3,2.4
193406,55.4,2.5
193407,55.6,2.7
193408,55.8,2.9
193409,55.5,2.6
193410,55.6,2.7
193411,55.5,2.7
193412,55.3,2.4
193501,55.5,2.7
193502,55.2,2.4
193503,55.1,2.3
193504,54.9,2.0
193505,54.2,1.3
193506,54.1,1.2
193507,53.9,1.0
193508,53.8,0.9
193509,53.6,0.7
193510,53.4,0.5
193511,53.2,0.4
193512,53.0,0.1
193601,52.7,-0.1
193602,52.7,-0.1
193603,52.7,-0.1
193604,52.7,-0.2
193605,53.2,0.3
193606,53.3,0.4
193607,53.3,0.4
193608,53.3,0.4
193609,53.4,0.5
193610,53.2,0.3
193611,53.1,0.3
193612,53.3,0.4
193701,52.8,0.0
193702,52.7,-0.1
193703,52.3,-0.5
193704,52.2,-0.7
193705,52.2,-0.7
193706,52.0,-0.9
193707,52.0,-0.9
193708,52.1,-0.8
193709,52.3,-0.6
193710,52.6,-0.3
193711,52.8,0.0
193712,52.8,-0.1
193801,53.4,0.6
193802,53.6,0.8
193803,54.0,1.2
193804,54.0,1.1
193805,53.8,0.9
193806,53.9,1.0
193807,53.7,0.8
193808,53.6,0.7
193809,53.4,0.5
193810,53.4,0.5
193811,53.0,0.2
193812,53.0,0.1
193901,52.9,0.1
193902,52.1,-0.7
193903,52.1,-0.7
193904,52.2,-0.7
193905,52.3,-0.6
193906,52.4,-0.5
193907,52.6,-0.3
193908,52.4,-0.5
193909,52.6,-0.3
193910,52.4,-0.5
193911,52.7,-0.1
193912,52.8,-0.1
194001,52.7,-0.1
194002,53.3,0.5
194003,53.3,0.5
194004,53.3,0.4
194005,53.2,0.3
194006,53.1,0.2
194007,53.2,0.3
194008,53.1,0.2
194009,53.1,0.2
194010,53.2,0.3
194011,53.1,0.3
194012,53.1,0.2
194101,53.3,0.5
194102,53.6,0.8
194103,53.3,0.5
194104,53.0,0.1
194105,52.9,0.0
194106,52.6,-0.3
194107,52.3,-0.6
194108,52.3,-0.6
194109,52.1,-0.8
194110,51.9,-1.0
194111,52.2,-0.6
194112,52.1,-0.8
194201,52.0,-0.8
194202,51.5,-1.3
194203,51.4,-1.4
194204,51.7,-1.2
194205,51.7,-1.2
194206,52.0,-0.9
194207,52.2,-0.7
194208,52.2,-0.7
194209,52.2,-0.7
194210,52.2,-0.7
194211,52.4,-0.4
194212,52.6,-0.3
194301,52.7,-0.1
194302,53.2,0.4
194303,53.5,0.7
194304,53.9,1.0
194305,54.0,1.1
194306,54.0,1.1
194307,54.0,1.1
194308,54.3,1.4
194309,54.5,1.6
194310,54.5,1.6
194311,54.1,1.3
194312,53.6,0.7
194401,53.2,0.4
194402,52.9,0.1
194403,52.6,-0.2
194404,52.0,-0.9
194405,51.9,-1.0
194406,51.8,-1.1
194407,51.8,-1.1
194408,51.6,-1.3
194409,51.5,-1.4
194410,51.7,-1.2
194411,51.6,-1.2
194412,51.8,-1.1
194501,52.1,-0.7
194502,52.3,-0.5
194503,52.5,-0.3
194504,52.5,-0.4
194505,52.7,-0.2
194506,52.6,-0.3
194507,52.6,-0.3
194508,52.6,-0.3
194509,52.8,-0.1
194510,52.8,-0.1
194511,52.9,0.1
194512,52.9,0.0
194601,52.6,-0.2
194602,52.3,-0.5
194603,52.5,-0.3
194604,53.2,0.3
194605,53.0,0.1
194606,53.3,0.4
194607,53.4,0.5
194608,53.3,0.4
194609,53.4,0.5
194610,53.3,0.4
194611,53.0,0.2
194612,53.6,0.7
194701,53.6,0.8
194702,53.7,0.9
194703,53.5,0.7
194704,53.0,0.1
194705,53.2,0.3
194706,53.0,0.1
194707,53.1,0.2
194708,53.1,0.2
194709,53.1,0.2
194710,53.4,0.5
194711,53.2,0.4
194712,52.7,-0.2
194801,52.7,-0.1
194802,52.4,-0.4
194803,52.0,-0.8
194804,52.4,-0.5
194805,52.3,-0.6
194806,52.4,-0.5
